Name,Address,County,ig_xcord,ig_ycord
Rialto Medical Centre,"478 South Circular Road, Dublin 8, D08wn1w",Dublin,313580.5182,233036.7759
Ridgewood Medical Centre,"Ridgewood Grove, Ridgewood, Swords, Co. Dublin, K67r7f9",Dublin,316655.9696,245281.641
Ringsend Medical Centre,"5 Fitzwilliam Street, Ringsend, Dublin 4",Dublin,318100.5586,233878.0879
"Riverside Medical Centre, ","Riverside, Navan Road, Dublin 15, D15k58w",Dublin,306482.8502,240407.9309
Rockcourt Medical Centre,"The Courtyard, 40 Main Street, Blackrock, Co. Dublin, A94y1r7",Dublin,321555.1566,229414.8279
Rosemount Family Doctors,"Rosemount Shopping Centre, Marian Road, Rathfarnham, Dublin 14",Dublin,313443.0466,228033.4359
Rush Family Practice,"6a Lower Main Street, Rush, Co. Dublin, K56nc80",Dublin,326579.7306,254111.078
S.I.P.T.U Medical Scheme,"21 Hill Street, Dublin 1",Dublin,315811.964,235334.888
SafetyNet,"The Ana Liffey Drug Project, 51 Abbey Street Middle, Dublin 1",Dublin,315681.656,234480.516
"Safetynet - Granby Centre,","9/10 Granby Row, Dublin 1",Dublin,315394,235126.625
Safetynet - Mechants Quay,"Riverbank Building, 8 Merchant's Quay, Dublin 8",Dublin,314991.1792,234119.5509
Safetynet - Roma GP Clinic,"Russell Building, Tallaght Cross West, Dublin 24",Dublin,316430.8446,235404.0939
Safetynet - Thomas St,"Bru Aimsir, 10-13, Thomas Street West, Dublin 8, D08 VH9W",Dublin,314331.3446,233870.6879
Saggart Medical Centre,"Garters Lane, Saggart, Co. Dublin, D24ak65",Dublin,303800.3136,226693.8279
"Saint Anthony's Medical Centre,","185 Cabra Road, Dublin 7, D07fr52",Dublin,313745.5446,235958.5179
Saint Bricin's Military Hospital,"Defence Forces, Infirmary Road, North Circular Road, Dublin 7",Dublin,313471.8791,234593.1014
"Saint James Medical Centre,","178 James's Street, Dublin 8",Dublin,313609.7355,233781.6292
Saint Michaels House Special National School,"Saint Michael's House, Ballymun Road, Dublin 9",Dublin,315321.7966,238040.38
Saint Peter's Road Medical Centre,"133 Saint Peter's Road, Dublin 12, D12 XN9F",Dublin,311469.7006,230401.9999
"Salus Medical Clinic, ","Albany House, Main Street, Swords, Co. Dublin",Dublin,318042.1886,246402.359
Sandor Medical Surgery,"26 Clare Street, Dublin 2",Dublin,316396.421,233780.705
Sandycove Surgery,"1 Mount Pleasant, Sandycove Road, Dun Laoghaire, Co. Dublin, A96p596",Dublin,325386.1948,227866.5478
Sandymount Road Medical Centre,"29 Sandymount Road, Dublin 4, D04e034",Dublin,318563.5542,233125.9059
Santry Family Practice,"33 Shanard Road, Dublin 9, D09e1w1",Dublin,315947.6636,239262.413
Santry GP ,"Unit 1Northwood House, Northwood Crescent, Santry, Dublin 9, D09e289",Dublin,315781.1898,240432.7499
Sarsfield Medical Centre,"Block F, Seven Oaks, Sarsfield Road, Dublin 10, D10kv70",Dublin,311443.9386,233690.1719
Scholarstown Family Practice,"10a Templeroan Lodge, Scholarstown Road, Dublin 16, D16 E2Y5",Dublin,312864.1496,226818.3029
Seabury Medical Centre,"1 Seabury Parade, Malahide, Co. Dublin, K36fk13",Dublin,320913.2506,246575.453
"Seaholm Surgery, ","10 Holmpatrick, Skerries, Co. Dublin, K34r942",Dublin,325515.3726,260146.321
"Shackleton & Behan Family Doctors,","115 Cromwell's Fort Road, Dublin 12, D12yr27",Dublin,311743.5996,230940.2709
Shankill Family Practice,"1 Athgoe Road, Dublin 18, D18hy82",Dublin,325502.7206,222136.1439
Shankill Surgery,"24 Aubrey Park, Dublin 18, D18nh36",Dublin,325272.9426,221664.9169
Sheehan Medical Centre,"Dun Laoghaire Industrial Estate, Pottery Road, Dun Laoghaire, Co. Dublin, A96a6p2",Dublin,322828.8446,226675.2189
Sheehan Medical Practice,"21 Summerhill Road, Dun Laoghaire, Co. Dublin, A96a4p1",Dublin,324976.2716,228053.5879
Shelton Medical Centre,"3 Shelton Grove, Dublin 12, D12e293",Dublin,312620.7046,230528.2599
Simpsons Hospital,"Ballinteer Road, Dublin 16, D16p732",Dublin,316884.9816,227606.5769
Slievemore Clinic,"Old Dublin Road, Stillorgan, Co. Dublin, A94ch66",Dublin,319932.0826,228414.5619
"Slievemore Medical Centre, ","Old Dublin Road, Stillorgan, Co. Dublin, A94ch66",Dublin,319932.0826,228414.5619
Solas Medical Centre,"Unit 12Rathfarnham Shopping Centre, Butterfield Avenue, Dublin 14, D14 VP03",Dublin,313492.8756,228727.5469
South Circular Road Surgery,"106a South Circular Road, Dublin 8, D08k2v6",Dublin,314908.6396,232726.3569
South Mall GP Unit,"Northside Shopping Centre, Oscar Traynor Road, Dublin 17, D17r997",Dublin,318807.5886,239890.346
Springfield Medical Centre,"109 Alderwood Avenue, Dublin 24, D24r159",Dublin,307816.2492,227526.8269
St. Agnes Medical Centre,"60 Saint Agnes Road, Dublin 12, D12e6ve",Dublin,312141.6166,230955.0469
St. Bricins Military Hospital,"Infirmary Road, North Circular Road, Dublin 7, D07dc84",Dublin,313782.0006,234846.1999
St. Joseph's Hospital,"Saint Joseph's Hospital, Clonsilla Road, Dublin 15",Dublin,304280.594,238588.375
St. Jude Family Practice,"69a Orwell Park Rise, Dublin 6w, D6waf86",Dublin,311732.4066,229002.7339
St. Michael's House,"Saint Michael's House, Belcamp Lane, Dublin 17",Dublin,319394.844,241182.531
St. Olivers Unit,"Saint Mary's School for Blind, 185-203 Merrion Road, Dublin 4",Dublin,319386.9072,230888.6719
Stepaside Medical Centre,"Unit 3The Village, Enniskerry Road, Stepaside Village, Dublin 18, D18tw61",Dublin,319164.4066,223948.1879
Stewarts Care Ltd,"Mill Lane, Dublin 20, D20dv79",Dublin,308758.7886,235168.3639
Stillorgan Medical Centre,"22 Stillorgan Plaza, Lower Kilmacud Road, Stillorgan, Co. Dublin, A94tr90",Dublin,320004.1652,227950.6989
"Stoneybatter Family Practice,","66 Manor Street, Dublin 7, D07r152",Dublin,314194.8376,234971.7059
Student Health Centre,"Institute Of Technology Blanchardstown, Blanchardstown Road North, Dublin 15",Dublin,307809.031,240705.547
Student Health Centre,"Institute Of Technology Tallaght, Blessington Road, Dublin 24",Dublin,309176.6848,227902.823
Student Health Dept,"Kill Avenue, Dun Laoghaire, Co. Dublin, A96x6x3",Dublin,323152.7512,227261.1879
"Suffolk Street Surgery, ","107 Grafton Street, Dublin 2, D02e425",Dublin,315893.1356,233982.0679
Summerhill Family Practice,"90-92 Summerhill, Dublin 1, D01hn35",Dublin,316354.8452,235427.0939
Sundrive Medical Centre,"36 Sundrive Road, Dublin 12, D12ar22",Dublin,313740.7566,231384.5709
Surgery,"88 Ranelagh, Dublin 6, D06y2w6",Dublin,316398.9996,231899.0299
Sutton Clinic,"31 Howth Road, Dublin 13, D13h582",Dublin,326045.0386,239448.642
"Sutton Cross Medical Centre, ","Supervalu Sutton Centre, Sutton Cross, Dublin 13, D13a6c8",Dublin,325746.0978,239387.7679
"Sveikas Zmogus Family Medical Clinic,","384 Clontarf Road, Dublin 3",Dublin,321298.166,236391.177
Swiftbrook Medical Centre,"Fortunestown Lane, Dublin 24, D24k5kc",Dublin,304532.5006,227363.3129
Talbot Lodge Nursing Home,"Talbot Lodge Nursing Home, Talbot Lodge, Kinsealy Lane, Malahide, Co. Dublin",Dublin,321630.938,243863.547
Talbot Street Medical Centre,"Unit 27, Irish Life Mall, Talbot Street, Dublin 1, D01p620",Dublin,316113.4702,234737.7499
Tallaght Medical Practice,"1 Alderwood Park, Dublin 24, D24xr58",Dublin,308041.4526,227279.3849
Tara Winthrop Private Clinic,"Nevinstown Lane, Swords, Co. Dublin",Dublin,317731.406,245286.828
Temenos Medical Centre,"Townyard House, Townyard Lane, Malahide, Co. Dublin, K36y622",Dublin,322699.1306,246226.647
Templeogue Medical Centre,"Templeogue Village, Templeogue, Dublin 6w",Dublin,313149.444,228858.754
The Adelaide Clinic,"56 Adelaide Road, Dublin 2",Dublin,316340.6216,232738.9269
The Albany Clinic,"Clifton Court, Fitzwilliam Street Lower, Dublin 2, D02v279",Dublin,316631.3446,233368.203
The Avenue Family Practice,"59 Collins Avenue East, Dublin 5, D05ve03",Dublin,319150.3746,237315.419
"The Berkeley Clinic, ","4 Berkeley Street, Dublin 7, D07r6dd",Dublin,315303.9456,235481.036
The Cambridge Clinic,"5 Cambridge Villas, Dublin 6, D06c9x5",Dublin,315749.8432,231476.7979
The Castleknock Clinic,"23 Castleknock Avenue, Laurel Lodge, Castleknock, Dublin 15, D15nhr2",Dublin,308198.1976,237677.8279
The Coady Surgery,"1 Old Bawn Way, Dublin 24, D24xf7a",Dublin,309375.0726,226763.8089
"The Dublin Well Woman Centre, ","Northside Shopping Centre, Oscar Traynor Road, Dublin 17, D17ax23",Dublin,318807.5886,239890.346
The Family Clinic,"185 Clonsilla Road, Blanchardstown, Dublin 15",Dublin,307025.474,238299.628
The Family Medicine Centre,"4 Ballyroan Road, Dublin 16, D16a2n6",Dublin,312724.3356,228297.3439
The Gables Medical Centre,"1 The Gables, Ballinteer Road, Dublin 16, D16wk38",Dublin,316885.1786,227832.3829
"The Healthwell Clinic, ","Raheen, Weaver's Row, Clonsilla Road, Dublin 15, D15tc6x",Dublin,305995.2366,238104.843
The Irish Family Planning Association,"5-7 Cathal Brugha Street, Dublin 1, D01f9k7",Dublin,315826.4066,234939.5
The Iveagh Medical clinic,"235 Crumlin Road, Dublin 12, D12wr53",Dublin,312701.5636,232151.1249
The Little John Clinic,"The Little John Centre, 122a Cromwell's Fort Road, Walkinstown, Dublin 12",Dublin,311850.637,230882.753
"The Meath Primary Care Centre,","Heytesbury Street, Dublin 8, D08hx97",Dublin,315229.3916,233150.5239
"The Meath Primary Care Centre,","Heytesbury Street, Dublin 8, D08hx97",Dublin,315229.3916,233150.5239
The Medical Centre,"5/6 Lower Main Street, Lucan, Co. Dublin, K78na02",Dublin,303128.2822,235164.7339
The Medical Centre,"Unit 20 Lucan Shopping Centre, Newcastle Road, Lucan, Co. Dublin, K78yd79",Dublin,302994.3626,234193.6369
The Medical Centre,"Main Street, Newcastle, Co. Dublin",Dublin,300099.344,228778.891
"The Medical Practice, ","335 Kimmage Road Lower, Dublin 6w, D6wy967",Dublin,313527.0536,230759.9599
The Meridian Clinic,"1 The Avenue, Ongar Village, Dublin 15, D15v326",Dublin,303820.9386,239531.516
The Meridian Clinic ,"Roselawn Shopping Centre, Roselawn Road, Dublin 15, D15xh2t",Dublin,307648.9072,238161.1719
"The Meridian Clinic, Clarehall","Third Floor, Clarehall Shopping Centre, Malahide Road, Dublin 17, D17nx38",Dublin,321023.5636,240534.531
The Milligan Family Practice,"Unit 3a, Maple Shopping Centre, Navan Road, Dublin 7, D07h3nh",Dublin,313233.8446,235893.797
The Park Clinic Cabinteely,"Park Shopping Centre, Glen Drive, Cabinteely, Dublin 18, D18c984",Dublin,322633.4386,225086.1089
The Plaza Clinic,"17 Main Street, Swords, Co. Dublin, K67h3k4",Dublin,318211.5892,246853.0669
The Raglan Clinic,"4 Fitzwilliam Square East, Dublin 2",Dublin,316601.312,233063.451
The Rise Family Practice,"Marian House, Main Street, Blanchardstown, Dublin 15, D15e8kh",Dublin,307753.5506,238860.8189
"The Rise Medical Centre, ","31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94e0c1",Dublin,319378.7236,229159.8829
The Surgery,"Unit 5, The Seapoint Building, 44/45 Clontarf Road, Dublin 3",Dublin,318567.0033,236283.8821
The Surgery,"7 Strand Street, Skerries, Co. Dublin, K34fy51",Dublin,325349.7766,260699.131
The Surgery,"23 Old Bawn Way, Dublin 24",Dublin,309285.524,226747.479
The Surgery,"76 Sandyford Village, Dublin 18, D18x2x8",Dublin,318482.4106,225816.1799
The Surgery,"65 Knockcullen Drive, Knocklyon, Dublin 16",Dublin,312738.3873,227582.8376
The Surgery,"37 Swords Road, Dublin 9",Dublin,316720.692,239947.058
"The Surgery Donabate Medical Centre, ","Unit 4, Portrane Road, Donabate, Co. Dublin, K36xv57",Dublin,323691.5006,250766.938
"The Surgery,","33 Bayview Drive, Killiney, Co. Dublin, A96vn52",Dublin,325517.2196,223378.4059
"The Surgery,","33 Bayview Drive, Killiney, Co. Dublin, A96vn52",Dublin,325517.2196,223378.4059
The Temple Bar Medical Centre,"26 Wellington Quay, Dublin 2, D02r221",Dublin,315550.5066,234228.9129
The Well Woman Clinic,"67 Pembroke Road, Dublin 4, D04 E6F4",Dublin,317420.5186,232724.4949
The village Medical Surgery,"2 Castleknock Road, Dublin 15, D15y04n",Dublin,308929.3876,237188.431
Thomas Court Primary Care Centre,"1 Saint Catherine's Lane West, Dublin 8",Dublin,314549.9964,233795.3679
"Thorndale Medical Centre, ","1a Thorndale Drive, Dublin 5, D05dx09",Dublin,318678.7926,237886.08
Tiernan,"529 Howth Road, Raheny, Dublin 5",Dublin,322116.326,238191.314
Tlc City West,"Cooldown Commons, Fortunestown Lane, Citywest, Co. Dublin.",Dublin,304616.5973,227343.4447
Tmb House,"Tropical Medical Bureau, Cinergi House, 94 George's Street Upper, Dun Laoghaire, Co. Dublin",Dublin,324473.854,228392.573
Tonlegee Medical Practice,"38 Tonlegee Road, Dublin 5, D05k3v7",Dublin,320043.0362,239127.1959
Townyard House Medical Centre,"Unit 6 Townyard House, Townyard Lane, Malahide, Co. Dublin, K36w274",Dublin,322701.1306,246226.647
Travel Health Clinic,"7 Dawson Street, Dublin 2, D02hx22",Dublin,316013.4706,233853.2249
Trinity Clinic,"Morrison Chambers, 32 Nassau Street, Dublin 2",Dublin,316031.6886,233914.391
"Ucd Student Centre,","Newstead Block B, University College Dublin, Stillorgan Road, Dublin 4, D04v1w8",Dublin,317705.4536,230217.7749
"United Medical Centre,","14 Drumcondra Road Lower, Dublin 9",Dublin,315925.51,236064.2201
Ursula O'Brien Counihan,"Grange Mount, Naul, Co. Dublin",Dublin,315729.25,263572.188
VHI Swiftcare Clinic,"Rockfield Medical Campus, Overend Way, Dublin 16, D16 A6K5",Dublin,317589.7202,227641.0159
Vernon Medical Centre,"67/67a Vernon Avenue, Dublin 3, D03 N2H7",Dublin,320116.0576,236190.3539
"Vhi Swiftcare Clinic,","Columba House, Lakeshore Drive, Airside Retail Park, Swords, Co. Dublin",Dublin,317985.1753,245356.8577
Village Medical Centre,"45-48 Main Street, Dublin 11, D11tcc9",Dublin,313230.3716,238894.424
Village Medical Centre,"The Diamond, Main Street, Malahide, Co. Dublin",Dublin,322683.7022,246088.9749
Village Surgery ,"26 Fassaugh Avenue, Dublin",Dublin,313670.1663,236518.6172
Walkinstown Medical Centre,"133 Walkinstown Road, Dublin 12, D12 PX7A",Dublin,311130.2266,231144.5969
Webdoctor,"20 Knockmeenagh Road, Dublin 22, D22y793",Dublin,307356.5966,230759.7449
"Wellwoman Centre, ","35 Liffey Street Lower, Dublin 1, D01 C3N0",Dublin,315621.2366,234366.601
Westview Medical Centre,"12 Consilla Road, Blanchardstown, Dublin 15",Dublin,307659.271,238805.336
Wheatfield Prison,"Prison Service, Wheatfield Prison, Cloverhill Road, Dublin 22",Dublin,307748.594,233483.391
Wheatfield Surgery,"Top Floor, Chaplain's Place, Neilstown Road, Dublin 22, D22a4p2",Dublin,306726.3136,233913.6089
Whitehall Clinic,"394a, 394 Collins Avenue, Dublin 9, D09f1t2",Dublin,317033.4406,238264.797
Whitworth Medical Centre,"Saint Brigid's Road Lower, Dublin 9, D09r2k2",Dublin,315652.2816,236132.406
William McDonnell,"28 Tonlegee Road, Dublin 5, D05nv63",Dublin,319995.4676,239128.208
Willow Park Medical Centre,"72 Willow Park Crescent, Dublin 11, D11x981",Dublin,314011.0426,239488.3329
Windmill Medical Centre,"New Street, Skerries, Co. Dublin, K34y658",Dublin,325193.0006,260399.563
Womens Health Clinic,"81 George's Street Upper, Dun Laoghaire, Co. Dublin, A96at10",Dublin,324565.3016,228316.0729
Woodbine Medical Centre,"31 Woodbine Park, Booterstown, Blackrock, Co. Dublin, A94hx31",Dublin,319372.7506,230375.9529
Woodlawn Medical Centre,"1 Woodlawn Terrace, Churchtown Road Upper, Dublin 14, D14w3v5",Dublin,316563.5146,228566.7349
Woodvale General Practice,"2 Woodvale Drive, Dublin 15, D15xf50",Dublin,305884.9106,239309.636
"Yew Medical Centre Balbriggan Primary Care Ltd., ","66 Dublin Street, Balbriggan, Co Dublin",Dublin,320251.6568,263285.7975
netDRnow  Sandyford,"The Mall, Beacon Court, Sandyford Industrial Estate, Dublin 18, D18pv34",Dublin,318777.8142,226494.4219
netDRnow Swords,"29/31 North Street, Swords, Co. Dublin",Dublin,318274.3226,247082.331
